,original_text,ground_truth_output
619,"How much Victorian farmland is farmed in grains?>>>>More than 26,000 square kilometres (10,000 sq mi) of Victorian farmland are sown for grain, mostly in the state's west.",0.0
620,"What were the first local stations to offer streams of their programming on WATCH ABC?>>>>New York City O&O WABC-TV and Philadelphia O&O WPVI-TV were the first stations to offer streams of their programming on the service (with a free preview for non-subscribers through June 2013), with the six remaining ABC O&Os offering streams by the start of the 2013–14 season.",0.0
621,"What river runs alongside Jacksonville?>>>>Under British rule, settlement grew at the narrow point in the river where cattle crossed, known as Wacca Pilatka to the Seminole and the Cow Ford to the British.",1.0
622,Who discovered the Yellow Fever virus?>>>>Thucydides noted that people who had recovered from a previous bout of the disease could nurse the sick without contracting the illness a second time.,1.0
623,"Name a common autoimmune disease.>>>>Common autoimmune diseases include Hashimoto's thyroiditis, rheumatoid arthritis, diabetes mellitus type 1, and systemic lupus erythematosus.",0.0
624,"When was the FSO Car Factory founded?>>>>In 2005 the factory was sold to AvtoZAZ, a Ukrainian car manufacturer which assembled there the Chevrolet Aveo.",1.0
625,"In addition to recirculating water, what do condensers do?>>>>Other components are often present; pumps (such as an injector) to supply water to the boiler during operation, condensers to recirculate the water and recover the latent heat of vaporisation, and superheaters to raise the temperature of the steam above its saturated vapour point, and various mechanisms to increase the draft for fireboxes.",0.0
626,"Between 1978 an d2008 four year full time undergraduate students were required to complete how many classes outside of their concentration?>>>>Between 1978 and 2008, entering students were required to complete a core curriculum of seven classes outside of their concentration.",0.0
627,"By what year was selling children into slavery common among the Mongols?>>>>The Mongols practiced debt slavery, and by 1290 in all parts of the Mongol Empire commoners were selling their children into slavery.",0.0
628,"Where does the Rhine make a distinctive turn to the north?>>>>The Alpine Rhine begins in the most western part of the Swiss canton of Graubünden, and later forms the border between Switzerland to the West and Liechtenstein and later Austria to the East.",1.0
629,"Approximately how many works by Rodin are part of the museum collection?>>>>Rodin is represented by more than 20 works in the museum collection, making it one of the largest collections of the sculptor's work outside France; these were given to the museum by the sculptor in 1914, as acknowledgement of Britain's support of France in World War I, although the statue of St John the Baptist had been purchased in 1902 by public subscription.",0.0
630,"How much did Tesla say Edison offered him to redesign his motor and generators?>>>>In 1885, he said that he could redesign Edison's inefficient motor and generators, making an improvement in both service and economy.",1.0
631,What happens if a member doesn't vote the party line?>>>>The outcome of most votes can be predicted beforehand since political parties normally instruct members which way to vote.,1.0
632,"What did Luther write as an outline of the new faith?>>>>According to Bainton: ""Luther's dilemma was that he wanted both a confessional church based on personal faith and experience and a territorial church including all in a given locality.",1.0
633,Who was Louis XIV's main rival?>>>>William formed the League of Augsburg as a coalition to oppose Louis and the French state.,1.0
634,"What percentage of Australia's dairy cattle are found in Victoria?>>>>It is home to 60% of Australia's 3 million dairy cattle and produces nearly two-thirds of the nation's milk, almost 6.4 billion litres.",0.0
635,"What is the name of the turf used in Levi's Stadium for the Super Bowl?>>>>As is customary for Super Bowl games played at natural grass stadiums, the NFL re-sodded the field with a new playing surface; a hybrid Bermuda 419 turf.",0.0
636,"What did Houghton say is necessary for any changes to the SPM?>>>>Among his criticisms, Lindzen has stated that the WGI Summary for Policymakers (SPM) does not faithfully summarize the full WGI report.",1.0
637,"The Muslim Brotherhood's competence compares well against what type of local governments?>>>>"" All this compares very favourably against incompetent, inefficient, or neglectful governments whose commitment to social justice is limited to rhetoric.",0.0
638,"What did Queen Elizabeth II open in Newcastle in 1981?>>>>It was opened in five phases between 1980 and 1984, and was Britain's first urban light rail transit system; two extensions were opened in 1991 and 2002.",1.0
639,What are BSkyB's standard definition broadcasts compliant with?>>>>Sky+ HD material is broadcast using MPEG-4 and most of the HD material uses the DVB-S2 standard.,1.0
640,"What is Warsaw known as in Polish?>>>>Its population is estimated at 1.740 million residents within a greater metropolitan area of 2.666 million residents, which makes Warsaw the 9th most-populous capital city in the European Union.",1.0
641,"What was the other finalist besides Levi's Stadium?>>>>The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010.",1.0
642,"What mechanism can be used to make oxygen?>>>>After a set cycle time the operation of the two beds is interchanged, thereby allowing for a continuous supply of gaseous oxygen to be pumped through a pipeline.",1.0
643,What studio does ABC own at 1500 Broadway in NYC?>>>>the ABC News building was renamed Peter Jennings Way in 2006 in honor of the recently deceased longtime ABC News chief anchor and anchor of World News Tonight.,1.0
644,When was Richard Grainger actively building and developing?>>>>Richard Grainger was said to 'have found Newcastle of bricks and timber and left it in stone'.,1.0
645,Who was the Jin dynasty defector who betrayed the location of the Jin army?>>>>The commander of the Jin dynasty army made a tactical mistake in not attacking the Mongols at the first opportunity.,1.0
